title;text
la princesa gato;había una vez una princesa que creía ser un lindo gatito porque cada vez que decía “miau” sus sirvientes corrían para darle su comida favorita o cuando quería que la acariciaban hacía “purr purr” y todos le daban cariño también todos aprendieron que cuando la princesa mostraba sus uñas era que estaba enojada y que era mejor dejarla tranquila de esta forma la princesa vivió creyendo que era un gato por mucho tiempo hasta que un día una nuevo miembro de la familia real se apoderó del castillo el primogénito tan esperado y deseado que el rey no había podido tener al fin había llegado al castillo y tan pronto entró por la puerta le quitó su lugar a la princesa quien al ver que toda la atención de los sirvientes giraba en torno al nuevo bebé descubrió que en realidad nunca había sido una princesa si no un simple hermoso y querido gatito
el rincón de los desesperados;en el fondo de aquel bar de mala muerte había un rincón en el que siempre se podía encontrar a una parejita besándose y abrazándose apasionadamente ese rincón fue bautizado por la gente que concurría seguidamente el bar como el rincón de los enamorados así que cada vez que iba a aquel bar soñaba con encontrar a alguien con quien pasar un rato aquel rincón del amor con su sueño en mente buscó y buscó hasta que finalmente encontró el amor y pensando en lo romántico que sería pasar una noche en el rincón de los enamorados planeó su tercera cita en aquel lugar esa noche fue larga y pareja tras pareja pasaron por el rincón de los enamorados así que no fue hasta bien tarde que pudo pasar un rato con su amor en aquel rincón tan especial sin embargo tan pronto se acercó al rincón descubrió que este tenia un peculiar hedor a cloro y que cuyas paredes estaban llenas de salpicones blancuzcos y manchas de pinta labios por todas partes así que al ver esto sintió náuseas y se alejó del rincón sin cumplir su sueño porque aquel rincón no era romántico ni mucho de los enamorados
temporada de caza;el 14 de febrero se acercaba y ella no tenía ninguna presa que le dijera lo hermosa que era ni cuanto la amaba así que desesperada tendió una trampa y preparó lo que parecía una suculenta galleta de chocolate que dejó sobre el alféizar de la ventana puaj se quejó cupido quien no pudo resistirse al aroma de la galleta cuando pasó volando cerca está galleta está salada te tengo gritó la cazadora lanzándose sobre el consternado ángel y tras forcejear con él por un momento logró arrancarle de la mano su arco y su flecha ya no dependeré de tí para encontrar al amor celebró con una gran sonrisa porque su plan había salido a la perfección no espera espera trató de detenerla cupido mientras ella se alejaba corriendo dando brincos de alegria ese no es la mujer que había planeado ese día a la perfección corrió al parque donde estaba el hombre que le gustaba y utilizando el arco y flecha de cupido apuntó y le disparó al corazón del hombre para enamorarlo pero si rostro palideció cuando milisegundos después de haber disparado sintió unas cálidas gotas chispear su rostro noooo gritó la mujer confundida y horrorizada al ver como la flecha había atravesado el pecho del hombre y se había clavado en un árbol cercano con el corazón que aún palpitaba lanzando chorros de sangre por todos lados atascado en su punta qué has hecho mujer la regañó cupido al llegar volando a donde ella estaba por qué balbuceó dejándose caer de rodillas al piso por qué no funcionó porque yo solo estoy de caza respondió cupido quitándole su arco y su flecha de un jalón a la devastada y desesperada dama
violencia de género;cuando entró en la estación policial todos se la quedaron viendo y varios oficiales empezaron a murmurar y señalarla ella sabía que hablaban de ella y estaba convencida de que todos se burlaban de su ojo morado pero ella ni un segundo bajó la cabeza para tratar de esconderlo buenas vengo a poner una denuncia de violencia de género dijo al llegar a la recepción manteniendo su tono y postura altiva mi marido me agredió físicamente por favor llene esta forma respondió el oficial tras el mostrador la mujer sacó su pluma rosada llenó la forma y se la devolvió al oficial este le echó un ojo para verificar que todo estuviera bien es este su nombre sí respondió dignamente la mujer espere un segundo el oficial desapareció por la puerta que estaba detrás de él y un par de minutos más tarde reapareció con dos oficiales más que se pararon junto a la mujer y la apresaron al instante está usted detenida anunció uno de los oficiales que la apreasaban por qué gritó la mujer esto es una injusticia qué pasa usted se encuentra detenida por violencia de género sentenció el otro oficial a qué se refiere yo soy la que fue violentada vociferó la mujer en eso por la misma puerta que habían aparecido los oficiales salió su esposo con la cara ensangrentada y llena de rasguños tú gritó la mujer tratando del soltarse de los oficiales pero el hombre no dijo nada y sacando una pequeña tablet del bolsillo le mostró el video de la cámara de seguridad de su casa en el que se veía como ella revisaba el teléfono de su marido y luego llena de ira iba a atacarlo y a golpearlo ella no pudo decir nada más y dejó caer todo su peso en los oficiales que la apresaban mientras que su esposo no pudo evitar sonreír a pesar de que se le notaba en la mirada que le dedicaba a su esposa una profunda decepción
el demonio interno;se paró frente al espejo del baño se dio unas palmaditas en la cara y luego sacó las pastillas del gabinete pero se sorprendió al ver que solo le quedaba una lo que significaba que llevaba tres meses de tratamiento y aún así sacudió la cabeza se tomó la pastilla se lavó la cara y salió del baño con los ojos cerrados todavía tenía la esperanza de que el medicamento funcionara sin embargo cuando abrió los ojos allí estaba ahí seguía aquel ser cuernudo de piel roja y patas de cabra flotando sobre el sofá sabes que ni aunque te tomes mil de esas pastillas vas a hacer que desaparezca no le dijo en un tono amigable mostrándole todos los colmillos que tenía por dientes en una pícara sonrisa
el error de nostradamus;se despertó confundido el sol que entraba por la ventana le quemaba la cara su gallo no había cantado esa mañana y yacía muerto a la puerta del gallinero así que consternado y medio dormido tomó su pluma y como era su costumbre le escribió una carta a su mejor amigo con todos los sucesos que habían pasado el día anterior pero cuando recibió su respuesta un par de horas más tarde se sintió confundido al leer“querido nostradamus creo que te has equivocado la carta que me enviaste tenía fecha del 30 de enero y hoy es apenas 29 así que todos los sucesos que me contaste debiste de haberlos soñado porque nada de eso ha pasado” nostradamus se quedó mirando al vacío por un largo rato pensando en la carta que había escrito y verificando el calendario confirmó que su amigo tenía razón era 29 de enero así que se preguntó de dónde había sacado todo eso que le escribió a su amigo en ese estado de confusión el pobre hombre pasó el día y cuando llegó la noche recibió otra carta de su amigo que decía “querido nostradamus cómo lo hiciste durante el día de hoy pasó todo lo que me escribiste esta mañana cómo supiste que pasaría” a lo que él respondió en un simple pedazo de papel tres palabras que nadie nunca le creería “no lo sabía”
el faraón y los esclavos;como era costumbre todos los viernes cuando el sol estaba en su punto más alto el faraón salía a dar un paseo por el caliente desierto en su carruaje jalado por sus esclavos pero un viernes en particular mientras el faraón contemplaba las montañas y montañas de arena árida que constituían sus dominios uno de los esclavos se detuvo y pegó un grito de revolución en cuestión de segundos todos los demás esclavos se detuvieron y cortando las sogas que los ataban al carruaje salieron corriendo y se perdieron entre las montañas de arena dejando al faraón solo en medio del desierto los esclavos pensando lo afortunados que eran al haberse liberado vitoriaban a medida que se alejaban del faraón pero su júbilo solo les duró un par de horas porque pronto se encontraron sedientos y perdidos en el desierto y para aumentar su desespero todos los mercaderes y viajeros que pasaban cerca de ellos ignoraban sus gritos de ayuda y los evitaban al ver que solo era un grupo de mugrientos esclavos así que solamente fue cuestión de un par días para que el desierto los engullera en su hambrienta caliente y amarilla arena al faraón en cambio solo le tomó un par de horas regresar a su palacio porque a lo que un grupo de mercaderes pasó cerca de donde él estaba y vieron que el faraón se había quedado atascado en el medio del desierto estos le brindaron su ayuda inmediatamente sin ni siquiera preguntarle que había pasado
amigas falsas;y qué más pasó no puedo decirte por qué no pensé que éramos amigas ️ lo somos pero se lo prometí no puedo decirte vamos dime no puedo para dime si no me cuentas que más pasó entonces dejaré de ser tu amiga bueno entonces en ese caso jódete perra
el presidente explosivo;mientras el primer ministro le daba el tour al recién electo presidente este notó un hermoso y brillante botón rojo que estaba resguardado por una reluciente caja de cristal qué hace ese botón inquirió el presidente boom respondió el primer ministro muy seriamente en serio quiso asegurarse el presidente boom sí boom afirmó el primer ministro abriendo las manos y agitándolas en el aire quiero que muevan mi escritorio para acá ordenó el nuevo presidente con una chispa de alegría en sus ojos
la doctora rompecorazones;ella alta delgada rubia de ojos claros labios carnosos y pómulos prominentes también era cardióloga
raramente enamorado;qué raro antes raramente sonreía pero desde que la conoció raramente no sonríe cuando piensa en ella y ahora a pesar de que lo niega raramente se le ve sin una sonrisa
el nuevo dios;no puedo hacerlo le susurró al oído de su maestro sí puedes tú estás más que preparada para esto le aseguró el enmascarado acariciando el rostro de la joven con el filo de la daga que tenía en la mano no no puedo refutó te amo el maestro se quedó congelado por unos segundos luego lentamente se quitó la máscara y se bajó la capucha mirando a su alrededor vio el circulo que sus otros veinte discípulos formaban agarrados de la mano entornó a él y se aseguró que todavía todos estuvieran en trance qué dices le preguntó el maestro a la joven agarrándola fuertemente por los hombros yo no amo a dios te amo a tí tú eres mi dios no gritó el maestro zarandeándola mientras que ella empezó a reír desquiciadamente un minuto más tarde el maestro cansado cayó sobre sus rodillas y a su lado la daga ahora él también había empezado a reír frenéticamente el mundo va arder dijo el maestro entre sus carcajadas ahora no hay nadie que pueda detener el apocalipsis no digas eso refutó la joven sí alguien puede salvar el mundo eres tú maestro mi dios agregó arrodillándose a su lado y recogiendo la daga para dársela en las manos a su maestro sacrifícame sacrifícame salva al mundo y conviértete no solo en mi dios si no en el dios de todos no no puedo hacer eso sentenció el maestro rechazando la daga yo también te amo y dándole un beso apasionado se fundieron en un abrazo segundos antes de ser devorados por las llamas del apocalipsis
el cuarto rey;a pesar de que había preparado una hermosa bendición que le daría una larga vida al recién nacido cuando vio que sus otros 3 compañeros le habían traído oro incienso y mirra al hijo de dios se cohibió y apenado justo antes de entrar al pesebre decidió regresar por donde había venido sin atreverse a molestarlos con su presencia condenando al bebé a una corta vida con su partida
la sirena de cabello negro;”por qué yo” se preguntó la única sirena de cabello negro mientras se peinaba su larga abundante y hermosa cabellera negra frente al espejo y a pesar de que estaba cansada de escuchar a las otras sirenas de coloridos cabellos alagar su negra melena no paraba de repetirse la misma pregunta “por qué yo” cada vez que se peinaba su larga abundante y hermosa cabellera negra
el santa moderno;cuando consultó los estados de cuenta de su tarjeta se sorprendió al ver que alguien había pagado todos los regalos que había comprado para navidad
las cartas para santa;hace mucho mucho tiempo para tratar de ayudar a su amado con todo el trabajo que tenía en los días más ocupados del año la sra claus se coló en el estudio de su esposo mientras él se bañaba pero las cartas que encontró en el saco que había sobre el escritorio la escandalizaron querida qué haces aquí le preguntó santa claus al regresar a su estudio y encontrar a su esposa esperándolo parada sobre el escritorio con los brazos cruzados y todo el maquillaje corrido por las lágrimas que corrían por su mejilla me puedes explicar esto vociferó la sra claus mostrándole las cartas que tenía en la mano esas cartas pues balbuceó santa pues esas cartas esas son las cartas que me enviaron los niños con lo que les gustaría que les regale en navidad ah sí inquirió la mujer bufando pues sí querida verás respondió santa intentando apaciguarla entonces me quieres decir que gritó la sra claus desdoblando una de las cartas melany te escribió “querido santa espero que lo que hicimos anoche no me ponga en la lista de chicas malas porque a pesar de que en verdad fue algo muy muy malo yo lo disfruté muchoy estoy segura que tú también así que no puede ser tan malo si ambos lo disfrutamos” solo para pedirte un nuevo juguete querida no es lo que piensas o no mira lo que érica continúo la furiosa sra claus sin dejar hablar a su marido te escribió “querido santa este año he sido una chica muy muy mala pero tú ya sabes esto porque ambos hemos sido malos juntos así que no te voy a pedir nada porque con tenerte a tí me basta” para recordarte que no tenías que llevarle ningún regalo pero antes de que la sra claus pudiera continuar leyendo las otras cartas que le habían escrito a su marido santa salió corriendo de su estudio y sin ni siquiera recoger sus cosas abandonó su taller y el polo norte para siempre y es por eso que desde entonces le toca a los padres comprar los regalos de navidad a su hijos
las cartas para satán;al ver que ya faltaban pocos días para la llegada de la navidad el cartero sorteó a vuelo de pájaro todas las cartas que los niños le habían escrito a santa y metiéndolas en un gran saco partió al polo norte para entregarlas personalmente el cartero recorrió miles de kilómetros cargando el pesado sacó en su espalda y tuvo que enfrentarse a toda clase de problemas tuvo que cruzar lagos congelados tuvo que luchar contra osos polares y hasta tuvo que pasar varias noches a la intemperie del frío polo norte para poder entregar sus cartas sin embargo cuando el pobre y cansado cartero llegó al pequeño buzón que había a unos cuantos metros del taller de santa y empezó a sacar las cartas del saco para dejarlas en su destino notó horrorizado que había cometido un gran error porque todas las cartas que traía consigo estaban dirigidas a otra persona qué diablos se quejó el cartero titiritando de frío qué demonios le pasa a los niños de ahora en eso una cálida brisa acarició el congelado rostro del cartero creo que tienes algo para mí dijo una voz grave y fría a las espaldas del cartero de pronto el cartero empezó a sentir mucho miedo y al mismo tiempo comenzó a hacer un intenso calor que empezada a derretir la nieve a su alrededor sísísí titubeó el cartero sin atreverse a voltear para comprobar que la persona que le hablaba era el destinatario de las cartas totodas esas indicó señalando el saco muchas gracias dijo la voz luego se escuchó un chasquido de dedos y todas las cartas se prendieron fuego y en un par de segundos ardieron hasta que no quedaron más que sus cenizas por cierto para responder a tu pregunta añadió la voz los niños de ahora prefieren no ser juzgados ni arriesgarse a recibir un pedazo de carbón
la paz mundial;mientras veía el concurso de belleza con mi madre después de la sección de preguntas donde todas las candidatas dijeron que lo que más deseaban era la paz mundial ella remarcó estas niñas si son estúpidas mientras metía la mano en el tazón de palomitas de maíz esto es lo que tienen en la cabeza –añadió sosteniendo una palomita frente a mis ojos todas son iguales de tontas y plásticas bah pidiendo paz mundial como si fuera algo tan fácil de lograr sin decir nada más mi madre se comió grotescamente la palomita mientras yo me quedé en silencio pensando en sus palabras y para cuando coronaron a la nueva reina de belleza concluí que ella estaba equivocada sabes algo ma esas chicas no son tontas ni estúpidas –le dije mientras apagaba el televisor tontos y estúpidos son los presidentes del mundo que lo único que quieren guerra y más poder del que ya tienen para sentirse admirables y respetados
el hogar de la tortuga;cuando el tío conejo terminó de construir su madriguera hizo una gran fiesta e invitó a todos sus amigos para que conocieran su nuevo hogar unos meses después a pocas semanas de que llegara el invierno mamá osa también organizó una gran fiesta cuando encontró la cueva perfecta en la que invernaria ese año para que todos la conocieran la tortuga que había asistido a ambas fiestas al ver la felicidad de sus amigos al sentir lo calentita que eran sus nuevos hogares sintió que a ella también le gustaría tener su propio hogar así que desde entonces empezó a buscar por tierra y por mar su casa ideal para hacerla su hogar des esta forma la tortuga busco por años cientos de años y pasó toda su vida buscando un lugar al cual podría llamarlo hogar hasta que un día cuando ya estaba cansada y muy anciana para seguir buscando la tortuga decidió tomar un descanso y se metió adentro de su caparazón y al hacerlo descubrió que su búsqueda había sido en vano
el niño raro;cuando el nuevo niño completamente normal ingresó a la escuela para niños raros todos los demás se burlaron de él por ser raro
la brújula esdrújula;la vena de su frente parecía que estaba a punto de explotarle se había equivocado trás haber girado a la derecha en la segunda luna de júpiter había perdido la dirección señor el galáctico enmascardo nos está alcanzando le gritó su ayudante desde la parte trasera de la nave lo sé lo sé vociferó obstinado mientras se paraba de un salto del timón de la nave para buscar su brújula y tratar de recuperar la dirección pero cuando abrió la gaveta donde usualmente la guardaba se exasperó al no encontrarla mi brújula dónde metiste mi brújula regañó a su ayudante mientras sacaba uno y otro diccionario de la gaveta donde se suponía que estaría brúbrújula balbuceó el ayudante estirando y acercando uno de sus vicosos ojos sobre los hombros de su jefe para ver mejor el interior de la gaveta sí mi brújula la que te ordené que guardaras en esta gaveta gritó el hombre sacando aún más diccionarios de la gaveta dónde está le preguntó además podrías explicarme que hacen todos estos diccionarios aquí no se enoje jefe pero empezó a decir el ayudante retractando su ojo pero pensé que había dicho “esdrújula” y afortunadamente para el tonto ayudante en ese mismo instante antes de que toda la ira de su vil jefe cayera sobre el él el fulgor de la nave del galáctico enmascarado los cegó y los paralizó al alcanzarlos
grandes cambios;habían pasado 13 años desde que había dejado su querido hogar en aquel entonces apenas tenía 18 y se marchó sin darle mucha importancia pensando solamente en todas las aventuras que viviría y en lo excitante que se convertiría su vida así que mientras regresaba miró con melancolía a través de la ventanilla del coche y sonrió al ver que todo en su vecindario seguía igual que antes las calles eran las mismas las casas eran las mismas hasta los pequeños grafitis que había hecho con sus amigos en su adolescia seguían allí nada había cambiado pero cuando se bajó del coche frente a su antigua casa la realidad lo golpeó porque pudo ver a la distancia el gran árbol en el que se había convertido el pequeño arbolito que había sembrado en el patio trasero antes de su partida y esto le hizo sentir mucho miedo al escuchar el chirrido de la puerta principal mientras se abría lentamente
el baño rápido;era tarde así que abrió la llave de la ducha y creyéndose muy inteligente en vez de meterse y bañarse rápidamente se paró frente al espejo se mojó un poco los pelos se los peinó y sacando una botellita de perfume del estante detrás del espejo se roció con él todo el cuerpo hasta quedar empapado “estoy listo” pensó creyendo que nadie se daría cuenta pero cuando salió del baño allí estaba parada como un toro furioso en frente de la puerta su mamá lo esperaba con una sonrisa macabra en los labios y su cinturón de cuero en las manos ooolvidé la toalla balbuceó el pequeño al verla me la pasas por favor para darme un baño rápido
la jubilación osuna;cuando el oso pardo vio relucir en su oscuro pelaje una brillante cana supo que su tiempo cazando salmones junto al río y rascándose con la corteza de los árboles del bosque estaba llegando a su fin porque se estaba acercando el momento de jubilarse y emigrar al norte donde pensaba encajar perfectamente con el gélido clima una vez que su pelaje se tornara completamente blanco
las palomitas azules;en la torre más alta la princesa vio desde el balcón de su habitación revolotear las dos hermosas palomitas azules que su amado dejaba en libertad cada vez que recibía una de sus cartas así que fue a prepararse para bajar a la recepción del castillo a recibir su respuesta porque usualmente a su amado solo le tomaba un par de horas responder a sus escritos sin embargo está vez la princesa espero por horas y horas pero ninguna carta llegó así que consternada regresó al balcón de su habitación y al cerciorarse de que las dos hermosas palomitas azules estaban revoloteando sobre los techos de las casas de su reino soltó un gran suspiro y muy tristemente se dijo a sí misma para esto le hubiera escrito por whatsapp
calentamiento global;era un caluroso soleado amarillo y normal día en el desierto cuando de pronto el cielo se nubló cubriéndose de unas oscuras nubes de tormenta que trajeron consigo un terrible aguacero los camellos se levantaron sorprendidos y estiraron su largo cuello al cielo para abrir sus bocas mientras que los demás insectos y animales del desierto intentaron esconderse y enterrarse lo más que pudieron en la mojada arena los niños gritaban de emoción y jugaban bajo la lluvia y los adultos alababan al cielo agradecidos por aquel milagro que demostraba la existencia del creador
la duda del fantasma filosófico;se paró frente al espejo y al no ver su reflejo dudó de su existencia no existo se preguntó mirando sus semitransparentes y blancuzcas manos en ese momento la ama de llaves entro en la habitación y al ver a su difunto señor pegó un grito horrorizada y huyó corriendo sí existo se preguntó mirando sus semitransparentes y blancuzcas manos
las calabazas de halloween;se dejó caer en la tierra bajo el ardiente sol estaba cansado y enojado pero tras un largo momento levantó la cabeza se quitó el sudor de la frente y miró al jardín de calabazas que estaba a unos pocos metros de él eran realmente hermosas grandes y de un color naranja tan brillante que estaba seguro que brillarían en la oscuridad por lo que sí eran perfectas para halloween maldita bruja exclamó al ponerse de pie nuevamente luego corrió hacía donde las calabazas estaban para tratar de recogerlas pero al acercarse aquellas calabazas empezaron a rodar por el jardín huyendo al mismo tiempo que emitían un sonido muy parecido al de una carcajada burlona y en su corredera por tratar de recoger su cosecha recordó con amargura a aquella peculiar y misteriosa mujer que le había dado esas semillas de calabazas durante la noche de halloween del año anterior y se sintió muy estúpido por haber pensado que su atuendo era tan solo un disfraz
reto literario halloween;el reto literario del fin de semana consistió en escribir un microcuento utilizando algunas palabras de halloween con otras no tan de halloween y estos fueron algunos de los participantes —queda tarta de calabaza te quedó dulce —preguntó el diablo anudándose la corbata— noviembre es el mes más amargo del año —no desesperes —respondió jesús buscando muérdago en el altillo—se acerca la navidad ahí podremos ser malos de verdad —sacaré el disfraz de rey mago — henry cristian heinisuo berná heinisuo 27 de octubre de 2018 el sacrificio esperaba caer el muérdago del roble ocurriría de nuevo el sexto día de luna llena en varios siglos la calabaza iluminaba su camino aunque ya no distinguiera lo dulce de lo amargo su disfraz de empleado con corbata le permitiría estar de nuevo entre los vivos — enrique lescano enriqlescano 27 de octubre de 2018 se quitó la corbata y colgó el muérdago sobre la puerta para besarla cuando llegara había comprado un disfraz y una calabaza para la ocasión esperó a esa dulce mujer hasta quedar dormido coros en la calle pasó un trago amargo no era haloween esos villancicos era navidad — francisco márquez fcomarquezv 27 de octubre de 2018 la besó bajo el muérdago mientras se quitaba el disfraz y la corbata quería probar ese dulce cuerpo ella quería olvidar su amargo pasado en esos brazos pero la calabaza convertida en carroza la esperaba era tarde lo siento debo partir hasta el próximo halloween — gustavo perez gustaperezr 27 de octubre de 2018 y ahora el reto es para ustedes así que pueden dejar sus microcuentos para este reto de halloween en los comentarios de esta entrada además les recuerdo que pueden el resto de los microrrelatos participantes en el momento en twitter
la suerte del gato negro;cuando el gato negro llegó a su nuevo hogar se sintió afortunado al ser adoptado por un convento en vez de por una bruja que fuera a usarlo como medio para hacer sus hechizos porque había escuchado como varios de sus amigos habían perdido más de una vida por culpa de las horrendas brujas pero después de un par de semanas viviendo tranquilamente entre las monjitas en la primera luna llena que apareció desde su llegada las religiosas lo agarraron y lo llevaron frente al altar donde lo alimentaron y lo acariciaron hasta que el reloj marcó las doce luego instantáneamente como si una entidad hubiera poseído a las delicadas monjitas todas empezaron a rezar a gritos sacaron sus pesadas biblias y comenzaron a golpear frenéticamente al desafortunado gato negro matándolo una y otra vez hasta dejarlo sin sus nueve vidas
el fantasma floreado;cuando los amigos que compartían el departamento con la difunta karina regresaron del velorio estaban consternados ella era tan joven y bella pero al mismo tan desordenada y alocada que su muerte no los tomó por sorpresa entre todos recogieron sus cosas y cuando llegaron a la lavandería sonrieron con nostalgia al ver la cesta de la ropa sucia repleta de toda la ropa y sábanas que tenía karina porque una de las cosas más características en ella era que siempre usaba sus camisetas varias veces o incluso al revés porque nunca tenía ropa limpia debido a que detestaba lavar pero mientras la recordaban todos se quedaron petrificados al sentir una gélida ventisca en la lavandería y frente a sus ojos apareció flotando sobre ellos una sábana floreada muy fea semitransparente que tenía dos agujeros por donde se podían ver los ojos de la difunta karina asustados y confundidos al ver el tan peculiar fantasma uno de ellos no pudo contenerse y preguntarle kakarina eeeres tú a lo que el fantasma asintió levemente y sintiéndose un poco más en confianza con el fantasma de su difunta amiga otro que era más curioso le pregunto qué hay con esa sabana floreada los fantasmas no se suponen que son blancos pero a lo que vieron al fantasma tildar un poco la cabeza a donde estaba la cesta de la ropa sucia todos se olvidaron del miedo que sentían y rieron a carcajadas
jack el destripador;la noche del 31 de octubre de todos los años jack el hombre de palo con cabeza de calabaza regresaba al mundo de los vivos para poder jugar y divertirse con todos los niños disfrazados que se cruzaran en su camino porque amaba a los niños y sus risas lo hacían tan feliz que no le importaba pasar el resto del año en las tinieblas con tal de tener ese día con ellos así que todos los años jack escogía a la mejor más grande y más colorida calabaza para tallarla con el fin de que fuera su cabeza y poder visitar el mundo de los vivos con una cabeza fresca y en buen estado pero ese año cuando jack visitó el jardín de las calabazas se horrorizó al descubrir que una peste había caído sobre ellas y que todas estaban podridas así que sin más opción para no perderse su día favorito del año se puso una de esas calabazas llenas de moscas y gusanos como cabeza para venir al mundo de los vivos subestimando que el tipo de calabaza que usara como cabeza fuera tan importante como lo que sentía al ver la alegría de los niños pero estaba equivocado porque con una cabeza podrida no pudo soportar las risas y la alegría de los niños y terminó convirtiéndolas en llanto y desesperación
reto literario no ficción  paranormal;el reto literario 365 microcuentos de este fin de semana tuvo de temática los hechos paranormales que nuestros seguidores han tenido o les han contado y estos son algunos de los microrrelatos participantes entró una mariposa negra a mi casa la tradición de las abuelas recordaba que no era buen presagrio a los tres días llegó la noticia había muerto mi mamá — dalmata dalmata2 20 de octubre de 2018 365microcuentos era otoño a media noche un grupo de chicas adolescentes se habían reunido en el oráculo del bosque entonces una de ellas sugirió usar la ouija y al principio no pasó nada pero otra chica decidió usarla sola y el fantasma le rompió la camisa por la mitad — elena siles elenasilesb 20 de octubre de 2018
el payaso satánico;miró su reflejo en el espejo y horrorizado le pegó un puñetazo tan fuerte que lo hizo añicos y se corto la mano porque en su frente había aparecido la primera marca la forma de un número 6 le ardía como si se la hubieran hecho a hierro caliente tal cual ganado con la sangre que brotaba de la herida de su mano intentó lavarse la marca pero al verse en los restos del espejo que estaban esparcidos por todo el baño sintió que había empeorado las cosas porque ahora su rostro estaba ensangrentado sin embargo no podía parar su frustración así que lloró hasta que el maquillaje se le corrió se jaló tan fuerte de los pelos que se lo arrancó a mechones y apretó tanto los dientes que algunos se le partieron poco a poco su aspecto de un lindo y divertido payaso que le había traído alegría y sentido a su vida con las sonrisas de todos los niños que se rían de sus chistes malos iba desapareciendo para convertirse en lo que más había temido y todo por cambiarle su alma al diablo por hacer reír a aquel único niño el mismísimo hijo del demonio que nunca en su vida había reído hasta que vio a su padre engañar a un pobre payaso
el sueño inmortal;toda su vida soñó con convertirse en un gran músico desde pequeño empezó a tomar clases de guitarra piano y flauta sin obtener resultados pero no se rindió allí así que de adulto intentó tocar la batería el bajo y hasta violín pero solo terminó sufriendo de migrañas sin embargo como su sueño era más grande que sus intentos fallidos de anciano se arriesgó a probar el trombón y hasta el triángulo pero estos tampoco pudo afinar de esta manera murió muy triste porque contrario a su gran sueño la música era lo que menos se le daba al no tener dotes musicales sin embargo incluso después de muerto era tan grande su sueño y sus ganas de convertirse en un gran músico que tampoco se rindió y a medida que su cuerpo se descomponía empezó a usar su esqueleto como si fuera un xilófono y su insistencia lo maravilló porque descubrió que el sonido de sus huesos creaban las más hermosas y peculiares melodías desde entonces pasó la eternidad siendo el esqueleto más feliz del inframundo creando música con su cuerpo y viviendo el sueño que no pudo vivir en vida
la casa de los espantos;el rumor de que aquella casa de los espantos que solo estaría por un fin de semana en el pueblo era tan aterradora que nadie seguía siendo el mismo después de pasar por ella se corrió rápidamente así que el lunes siguiente todos en el pueblo estaban hablando sobre ella visitaste la casa sí pero fue una gran estafa no me dio nada de miedo a mí tampoco incluso creo que mi aburrimiento se notó en mi cara porque uno de esos zombies baratos y malmaquillados me mordió en serio a mí y a mis amigos también nos mordieron mira y cuando se mostraron las mordidas sintieron el verdadero espanto de la casa de los espantos porque toda la piel alrededor de la marca de los dientes de los zombies se había muerto y se estaba descomponiendo muy rápidamente tornándose verde y llenándose de gusanos el rumor era real tan solo era cuestión de días para que nadie en el pueblo siguiera siendo el mismo
reto literario epistolar;esta semana inspirado en frankenstein la reconocida obra de mary shelley el reto literario consistió en escribir un microcuento de terror de forma epistolar sobre un monstruo que comenzara y terminara con las frases indicadas y estos fueron algunos de los microrrelatos participantes querida maríaha pasado 1 semana en esta hacienda la familia si bien atenta es por demás extraña soy el único que desayuna en la mesa y la cena la llevan a mi cuarto eso sí me dificulta el descanso los escalofriantes sollozos a altas horas de la nochesiempre tuyo víctor httpstcoguala3qlkv — la manzana de eva joycenspy 13 de octubre de 2018 querida maríamuero por verte y pasar unos días contigo pero conoces mi condición soy un monstruo se acerca la luna llena no quiero hacerte daño compre carne de sobra para saciar mi hambre esos días no te preocupes auuuu siempre tuyo victor — lore hernandez nonalorehedzg03 13 de octubre de 2018 querida maria espero que conocer el contenido de esta caja te haya hecho gritar de emoción si has podido leer esta nota es porque aún sigues viva está de más decirte que tengas cuidado con el monstruo siempre tuyo víctor 365microcuentos — helga c marchelli hmarchelli 13 de octubre de 2018 querida mariame alegra que hayas encontrado el amor yo solo podía asustarte de noche y en tu cuarto y el puede hacerlo en todo momento y en cualquier lugara pesar de esto se que desearía que en tu cuarto de noche fuera yo y no elsiempre tuyo victor — valle jodvalle 13 de octubre de 2018 365microcuentosquerida maríacuando despiertes en el hospital ya no tendrás al monstruo dentro ni al engendrador del mal a tu lado a su hermana explícale quién era su padre justo hasta la transformación te lo ruego te quierosiempre tuyo victor — pluma de plomo plumadeplomo 13 de octubre de 2018 querida maría gracias por tu miedo atónito en las tinieblas de tu mente crecí y me hice más oscuro que la noche dejé de ser tulpa para existir como un monstruo no dejes de soñarmesiempre tuyo víctor — amelia cobos ameliacobos 13 de octubre de 2018 querida maríatodavía sigo retenido en escocia me acusan de la muerte de un pescador pero te juro que no fui yo alguien preparó todomientras trato de resolver la situación evita salir a la montaña creo que algo ronda por allísiempre tuyo víctormicrocuento epistolar — microblog castellano microblogc 13 de octubre de 2018 querida maría en la aldea me llaman monstruo porque ven mi silueta dibujada entre las sombras de la noche y sienten la fría brisa que dejo a mi paso sabes que voy a tu encuentro que mi ser de ultratumba no descansará hasta que te lleve conmigo siempre tuyo victor — marusca bondini maruscabondini 13 de octubre de 2018 pero pueden leer todos los microcuentos participantes en el momento del reto en twitter y también los reto a que me dejen en los comentarios de esta entrada su microcuento epistolar de terror si no les dio tiempo participar
